Loan ID,Loan Title,Loan Purpose,Amount Requested,Interest Rate,APR,Loan Length,Amount Funded,Number of Lenders,Expiration Date,Status,Application Date,CREDIT Rating,Home Ownership,Monthly Income,Debt-To-Income Ratio,FICO Range,Earliest CREDIT Line,Open CREDIT Lines,Total CREDIT Lines,Revolving CREDIT Balance,Revolving Line Utilization,Inquiries in the Last 6 Months,Accounts Now Delinquent,Delinquent Amount,Delinquencies (Last 2 yrs),Months Since Last Delinquency,Public Records On File,Months Since Last Record,Loan Description,Location,Education,Employment Length
"976989","Home improvement","home_improvement","30000.00","20.89%","23.38%","60 months","9175.00","17","2011-10-18","In-Funding","2011-10-04","F1","MORTGAGE","5833.33","16.66%","679-713","2000-05-04","8","13","1317","24%","2","0","0","0","54","1","57","  Borrower added on 10/04/11 > I will be able to pay this loan back sooner than 5 years. I can pay this back actually within the year. I own my condo for the last 2 1/2 years and I've never had a late payment Although my job is new I was at my last job for the last 4 1/2 so I am a stable candidate and moved to this job for an increase of income. Thank you for your consideration.<br/>","Jersey City, NJ","","< 1 year"
"814170","final touch","small_business","7000.00","8.90%","10.99%","36 months","2800.00","13","2011-10-18","In-Funding","2011-10-04","A5","MORTGAGE","9875.00","17.66%","714-749","1995-09-14","16","35","103759","63.4%","2","0","0","0","","0","","","coon rapids, MN","","4 years"
"977383","Renovations","home_improvement","19600.00","20.30%","22.78%","60 months","1400.00","18","2011-10-18","In-Funding","2011-10-04","E5","MORTGAGE","4500.00","19.31%","660-678","1999-02-09","10","20","11619","81.8%","2","0","0","0","","1","85","  Borrower added on 10/04/11 > fixing bathroom &amp; kitchen<br/>null","Yuma, AZ","","6 years"
"977518","Bobmpd","debt_consolidation","35000.00","13.49%","15.81%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","C1","MORTGAGE","16666.67","8.96%","750-779","1981-04-14","16","49","13727","34.8%","1","0","0","0","31","0","","  Borrower added on 10/04/11 > This loan will pay off my existing Lending Club loan ($6800), my auto loan ($10,000) and three credit cards (totaling $17,000). My month payments to service these current loans is $1,200. My new LC payment will be $800.<br/><br/>Thnaks to all the investors who have shown faith in me!!<br/>","La Selva Beach, CA","","6 years"
"977582","dumping debt for good","credit_card","12725.00","12.42%","15.29%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","B4","MORTGAGE","3900.00","5.46%","679-713","2005-11-04","4","5","5184","34.6%","0","0","0","0","63","0","","","Elko, MN","","3 years"
"977560","DEBT CONSOLIDATION","debt_consolidation","24000.00","9.91%","12.74%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","B1","OWN","4000.00","16.48%","714-749","2006-12-22","7","19","848","16%","3","0","0","0","","0","","  Borrower added on 09/27/11 > The main purpose for this loan is to pay recent wedding expenses. Your help is very well appreciated, thanks so much!<br/> Borrower added on 09/29/11 > I have excellent credit, and as you can see, have never missed a payment, and will keep it this way. I have a great job with the biggest company around, and have been there about 3 years. Theres not a whole lot of debt or credit card debt on my credit, as the main purpose for this loan is to get rid of very recent wedding expenses that my parents are not able to provide at this time. Thank you so much.<br/>null","HELENA, AL","","3 years"
"977868","business loan","small_business","10000.00","12.42%","15.29%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","B4","OWN","16666.67","10.32%","714-749","1989-12-28","15","23","123004","25.7%","7","0","0","0","","0","","","richmond, VA","","10+ years"
"891123","Karl & Debi","house","35000.00","12.69%","14.99%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","B5","OWN","3833.33","7.41%","780+","1993-01-04","7","23","6509","11.7%","1","0","0","0","","0","","","Tonopah, AZ","","10+ years"
"971332","Debt Consolidation","debt_consolidation","35000.00","17.27%","19.68%","60 months","33700.00","170","2011-10-14","In-Funding","2011-09-30","D3","MORTGAGE","10733.33","8.55%","714-749","1995-02-25","7","24","22696","46.5%","2","0","0","0","","0","","","Bradley Beach, NJ","","10+ years"
"972974","Medical","medical","10500.00","7.51%","9.59%","36 months","4975.00","36","2011-10-14","In-Funding","2011-09-30","A3","MORTGAGE","5833.33","0.51%","750-779","1979-02-20","8","19","52","0.3%","2","0","0","1","11","0","","","Elmhurst, IL","","n/a"
"972913","BusinessLoan","small_business","22600.00","18.64%","21.08%","60 months","11875.00","69","2011-10-14","In-Funding","2011-09-30","E1","RENT","16666.67","7.14%","714-749","1998-12-07","7","24","12189","73.9%","3","0","0","0","79","0","","","Newark, CA","","6 years"
"973293","Debt Consolidation Loan","debt_consolidation","16300.00","20.30%","22.78%","60 months","14225.00","111","2011-10-15","In-Funding","2011-10-01","E5","MORTGAGE","3166.67","19.93%","660-678","1999-12-03","10","22","15245","75.1%","2","0","0","0","","0","","","marquette, MI","","9 years"
"973030","IRS ","other","20000.00","19.91%","22.38%","60 months","10700.00","51","2011-10-16","In-Funding","2011-10-02","E4","MORTGAGE","5500.00","19.65%","660-678","1995-12-23","11","35","14132","45.2%","1","0","0","0","31","0","","","Houston, TX","","3 years"
"974427","recover","debt_consolidation","11750.00","7.51%","9.59%","36 months","5225.00","27","2011-10-16","In-Funding","2011-10-02","A3","OWN","4083.33","28.56%","714-749","1973-03-25","13","31","19827","48.5%","1","0","0","0","","0","","  Borrower added on 10/02/11 > thankyou for your help I really am glad to do busisness withyou.<br/>","WestPalmBeach, FL","","10+ years"
"972738","STEM CELLS","medical","23325.00","17.58%","19.99%","60 months","15350.00","55","2011-10-17","In-Funding","2011-10-03","D4","MORTGAGE","4066.67","23.48%","679-713","1995-06-29","16","39","15529","46.2%","3","0","0","0","","0","","","RALEIGH, NC","","8 years"
"974865","Home Improvement Loan","home_improvement","25000.00","21.67%","24.18%","60 months","10450.00","37","2011-10-17","In-Funding","2011-10-03","F3","MORTGAGE","22916.67","23.97%","660-678","1976-08-07","12","27","108693","88.8%","0","0","0","1","23","0","","","eagan, MN","","10+ years"
"894260","Business Investment","small_business","3600.00","11.71%","14.57%","36 months","2900.00","63","2011-10-17","In-Funding","2011-10-03","B3","RENT","1666.67","18.48%","679-713","2005-09-24","3","6","12955","86.9%","0","0","0","0","","0","","","San Francisco, CA","","3 years"
"970232","LendingClub Loan","debt_consolidation","14000.00","18.64%","21.08%","60 months","9825.00","40","2011-10-17","In-Funding","2011-10-03","E1","RENT","3333.00","23.64%","660-678","2002-05-23","12","18","16956","64.2%","1","0","0","0","","0","","","MOUNT EPHRAIM, NJ","","1 year"
"976747","Chase","debt_consolidation","16000.00","13.49%","15.81%","60 months","14325.00","43","2011-10-18","In-Funding","2011-10-04","C1","RENT","2750.00","18.36%","714-749","1998-10-12","6","21","4218","33.5%","1","0","0","0","28","0","","","ELK GROVE VILLAGE, IL","","10+ years"
"976761","Home Loan","vacation","2200.00","12.42%","15.29%","36 months","1700.00","33","2011-10-18","In-Funding","2011-10-04","B4","MORTGAGE","5416.67","6.35%","660-678","1998-08-13","5","19","12104","79.6%","0","0","0","0","29","0","","","gainesville, FL","","10+ years"
"977057","Small Business Loan","small_business","5000.00","8.90%","10.99%","36 months","1900.00","14","2011-10-18","In-Funding","2011-10-04","A5","RENT","2400.00","18.54%","714-749","2000-11-30","7","15","10789","46.9%","2","0","0","0","","0","","  Borrower added on 10/04/11 > This loan is need to finance a necessary transaction that will improve and define our small business.<br/>","Brooklyn, NY","","< 1 year"
"973945","Debt Consolidation & Tax Payoff","debt_consolidation","35000.00","22.06%","24.58%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","F4","RENT","12833.33","3.36%","679-713","1998-12-11","5","13","15753","94.3%","0","0","0","0","47","0","","","Milpitas, CA","","< 1 year"
"975903","Credit Card Loan","credit_card","3625.00","7.90%","9.98%","36 months","1325.00","33","2011-10-17","In-Funding","2011-10-03","A4","RENT","4500.00","24.6%","679-713","2003-06-17","7","22","9260","64.8%","0","0","0","0","","0","","  Borrower added on 10/03/11 > We recently moved to be closer to family and incurred some expenses along the way.  Our goal is to be debt free in the next year and we would like to refinance our credit cards to help us meet that goal.<br/>null Borrower added on 10/03/11 > We recently moved and incurred some expenses along the way. Our goal is to be debt free and we would like to refinance our credit cards to help us meet that goal.<br/> Borrower added on 10/04/11 > I have stable employment and a history of great credit and committment to paying bills on time.<br/>null","edmonds, WA","","2 years"
"976704","Credit Card Debt Consilidation","debt_consolidation","10000.00","7.51%","9.59%","36 months","3425.00","14","2011-10-17","In-Funding","2011-10-03","A3","RENT","4166.67","27.36%","714-749","1983-04-03","8","9","16459","23%","1","0","0","0","","0","","","Long Beach, CA","","1 year"
"977001","debt consolidation ","debt_consolidation","28000.00","19.03%","21.48%","60 months","9075.00","12","2011-10-18","In-Funding","2011-10-04","E2","MORTGAGE","5000.00","0.6%","679-713","1985-09-20","11","26","188","0.8%","0","0","0","2","8","0","","","Bronx, NY","","1 year"
"973674","Debt Consolidation Loan","debt_consolidation","30000.00","20.89%","23.38%","60 months","9550.00","23","2011-10-18","In-Funding","2011-10-04","F1","RENT","6250.00","21.92%","679-713","1999-06-08","10","39","20129","94.6%","2","0","0","0","","0","","","Dana Point, CA","","3 years"
"977121","Lower my Interest","debt_consolidation","8600.00","6.03%","6.78%","36 months","125.00","4","2011-10-18","In-Funding","2011-10-04","A1","RENT","4166.67","25.49%","750-779","1997-04-20","14","24","2061","20%","0","0","0","0","43","0","","  Borrower added on 10/04/11 > I already have a Lending Club Loan.  It was a complete life saver AND a life changer.  The interest rate is 13.06%/16.69 APR.  I paid off my super high interest credit cards and now have zero balances and even canceled the least appealing card I had.  My credit was never bad as all my payments were always on time and over the minimum, but I was never able to make much progress with reducing the balances due to the high interest rates.  It was a blessing to be able to pay them off in one shot.  Now that I have an excellent payment history with Lending Club, I was offered to re-finance this loan at a much lower interest rate.   This is a truly unexpected surprise and I count myself very fortunate to have this offer.  So, I&rsquo;m gonna go for it!!  Thanks again, Lending Club, for lending me a hand when my bank of 12 years would not.<br/>null","White Plains, NY","","8 years"
"977120","Simplifying Finances","debt_consolidation","29000.00","12.69%","15.56%","36 months","1875.00","28","2011-10-18","In-Funding","2011-10-04","B5","RENT","6775.00","21.77%","714-749","2004-10-10","13","27","26088","32.7%","0","0","0","0","","0","","","Washington, DC","","3 years"
"977151","Car Repairs","other","7100.00","12.69%","15.56%","36 months","1600.00","24","2011-10-18","In-Funding","2011-10-04","B5","RENT","1300.00","3.38%","679-713","1997-06-19","4","9","374","28.8%","2","0","0","0","53","0","","","Rockland, MA","","n/a"
"877992","CC consolidation","debt_consolidation","5600.00","11.71%","14.57%","36 months","1525.00","31","2011-10-18","In-Funding","2011-10-04","B3","MORTGAGE","3750.00","22.29%","660-678","1996-11-25","16","31","20845","53%","0","0","0","0","","0","","","Santa Monica, CA","","6 years"
"977807","Lending Club","debt_consolidation","15550.00","18.64%","21.08%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","E1","MORTGAGE","4333.33","18.65%","660-678","2005-02-07","7","25","3477","65.6%","2","0","0","0","","1","102","","Wimauma, FL","","2 years"
"977859","Growing Business","major_purchase","28000.00","12.42%","14.71%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","B4","MORTGAGE","10833.33","6.66%","750-779","1981-05-14","11","37","14506","16.8%","4","0","0","0","","0","","","Easton, PA","","4 years"
"892349"," Business Loan","small_business","35000.00","17.27%","19.68%","60 months","31325.00","258","2011-10-05","In-Funding","2011-09-21","D3","RENT","8333.33","26.32%","714-749","1998-01-02","13","32","2643","15.7%","0","0","0","0","64","0","","  Borrower added on 09/21/11 > The loan will fund the amount to finance a business acquisition. I have a good credit score and with stable job.<br/>","irvine, CA","","10+ years"
"967160","Debt Consolidation","debt_consolidation","27200.00","19.03%","21.48%","60 months","19850.00","235","2011-10-10","In-Funding","2011-09-26","E2","MORTGAGE","13750.00","13.36%","679-713","1991-01-14","14","29","56063","72.6%","0","0","0","0","","0","","  Borrower added on 09/28/11 > I will payoff and close my credit cards. I only want a single payment and go back to the basics by paying cash.<br/>","Olney, MD","","10+ years"
"973049","Home Stuff","home_improvement","6600.00","7.51%","9.59%","36 months","3350.00","20","2011-10-17","In-Funding","2011-10-03","A3","MORTGAGE","7916.67","27.74%","714-749","1990-11-22","14","47","61798","72.5%","0","0","0","0","","0","","","Federal Way, WA","","10+ years"
"976811","car refinance","other","9600.00","7.90%","9.98%","36 months","3425.00","19","2011-10-17","In-Funding","2011-10-03","A4","RENT","5000.00","20.56%","714-749","1989-03-02","8","19","33357","90.6%","0","0","0","0","","0","","  Borrower added on 10/04/11 > Stable work history - two employers in thirty years. I always pay bills on time.<br/> Borrower added on 10/04/11 > Proceeds will be used to refinance auto loan.<br/> Borrower added on 10/04/11 > Thank you for your consideration.<br/>","MONROIVA, CA","","4 years"
"976849","medical","medical","4800.00","6.62%","7.99%","36 months","275.00","9","2011-10-17","In-Funding","2011-10-03","A2","OWN","2500.00","11.16%","750-779","1990-08-24","12","22","12316","19.7%","3","0","0","0","","0","","","springfield, OH","","n/a"
"977217","Credit Cards","credit_card","7250.00","10.65%","13.49%","36 months","850.00","18","2011-10-18","In-Funding","2011-10-04","B2","RENT","5205.58","14.08%","679-713","2001-09-26","13","19","8832","46.2%","0","0","0","0","38","0","","","Washington, DC","","1 year"
"976945","consolidation","debt_consolidation","12000.00","11.71%","14.57%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","B3","RENT","3550.00","4.96%","679-713","1998-09-12","7","11","6426","32%","0","0","0","1","5","0","","","Rocklin, CA","","10+ years"
"978016","Moving and Expenses","moving","12000.00","19.03%","21.48%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","E2","RENT","5000.00","23.12%","660-678","2000-03-05","9","13","6300","31.3%","0","0","0","2","18","0","","","Atlanta, GA","","9 years"
